issues,split,source_dataset,annotation_source,text_status,filename,primary_caption,n_captions
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Fallow_Deer_Juvenile_european_fallow_deer_juvenile__animationnotmotionextractedlocomotion_maniset78ed62dd__european_fallow_deer_juvenile_standgimmick01_249.npy,The juvenile fallow deer stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Fallow_Deer_Male_european_fallow_deer_male__animationnotmotionextractedfighting_maniseta7af6754__european_fallow_deer_male_standgimmick01_99.npy,The male fallow deer stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fennec_Fox_Juvenile_fennec_fox_juvenile__animationmotionextractedbehaviour_manisetaf81891c__fennec_fox_juvenile_gimmick01_1.npy,The juvenile fennec fox jumps and then rolls around playfully,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fennec_Fox_Juvenile_fennec_fox_juvenile__animationmotionextractedlocomotion_maniseteeb0abb8__fennec_fox_juvenile_gimmick01_3.npy,The juvenile fennec fox performs a playful gimmick by leaping and then rolling over,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fennec_Fox_Juvenile_fennec_fox_juvenile__animationnotmotionextractedbehaviour_maniset8fe4911e__fennec_fox_juvenile_gimmick01_33.npy,The juvenile fennec fox performs a playful gimmick by hopping and then rolling over,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fennec_Fox_Juvenile_fennec_fox_juvenile__animationnotmotionextractedlocomotion_manisetb6a6995a__fennec_fox_juvenile_gimmick01_76.npy,The juvenile fennec fox performs a playful gimmick by leaping and then rolling over,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Juvenile_fossa_juvenile__animationnotmotionextractedbehaviour_maniset1a47fc65__fossa_juvenile_gimmick_180.npy,The juvenile fossa performs a playful gimmick by leaping and twisting in midair,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Juvenile_fossa_juvenile__animationnotmotionextractedfighting_maniset927e7c7b__fossa_juvenile_gimmick_326.npy,The juvenile fossa performs a playful gimmick by leaping and twisting in midair,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Male_fossa_male__animationmotionextractedfighting_manisetc4b45616__fossa_male_gimmick_133.npy,The male fossa performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Male_fossa_male__animationmotionextractedlocomotion_maniset9d10869c__fossa_male_gimmick_234.npy,The male fossa performs a playful gimmick by leaping and twisting in the air,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Male_fossa_male__animationnotmotionextractedbehaviour_manisetcebf3e02__fossa_male_gimmick_469.npy,The male fossa performs a playful gimmick by leaping and twisting in midair,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Male_fossa_male__animationnotmotionextractedfighting_maniset220eb2d8__fossa_male_gimmick_717.npy,The male fossa performs a playful gimmick by leaping and twisting in midair,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Fossa_Male_fossa_male__animationnotmotionextractedlocomotion_maniset16e00f3e__fossa_male_gimmick_860.npy,The male fossa performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gemsbok_Female_gemsbok_female__animationnotmotionextractedbehaviour_maniset72231e8d__gemsbok_female_standgimmick01_40.npy,The female gemsbok stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gemsbok_Female_gemsbok_female__animationnotmotionextractedfighting_manisetc15af4a3__gemsbok_female_standgimmick01_85.npy,The female gemsbok stands still as a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gemsbok_Female_gemsbok_female__animationnotmotionextractedlocomotion_maniset22be3e89__gemsbok_female_standgimmick01_122.npy,The female gemsbok stands still as a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gemsbok_Male_gemsbok_male__animationnotmotionextractedbehaviour_manisetec9c8302__gemsbok_male_standgimmick01_43.npy,The male gemsbok stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gemsbok_Male_gemsbok_male__animationnotmotionextractedfighting_maniset2dd6b7d8__gemsbok_male_standgimmick01_98.npy,The male gemsbok stands still as a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gemsbok_Male_gemsbok_male__animationnotmotionextractedlocomotion_maniset2122943e__gemsbok_male_standgimmick01_146.npy,The male gemsbok stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Female_giant_anteater_female__animationnotmotionextractedbehaviour_maniset496f8e6a__giant_anteater_female_standgimmick01_53.npy,The female giant anteater stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Female_giant_anteater_female__animationnotmotionextractedfighting_manisetd41fc940__giant_anteater_female_standgimmick01_128.npy,The female giant anteater stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Female_giant_anteater_female__animationnotmotionextractedlocomotion_manisetfee619a6__giant_anteater_female_standgimmick01_212.npy,The female giant anteater stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Juvenile_giant_anteater_juvenile__animationnotmotionextractedfighting_maniset740d7158__giant_anteater_juvenile_standgimmick01_119.npy,The juvenile giant anteater stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Juvenile_giant_anteater_juvenile__animationnotmotionextractedlocomotion_manisetaf1a0dbe__giant_anteater_juvenile_standgimmick01_183.npy,The juvenile giant anteater stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Male_giant_anteater_male__animationnotmotionextractedbehaviour_manisetff61579f__giant_anteater_male_standgimmick01_26.npy,The male giant anteater stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Anteater_Male_giant_anteater_male__animationnotmotionextractedfighting_manisetf533c135__giant_anteater_male_standgimmick01_57.npy,The male giant anteater stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Otter_Female_giant_otter_female__animationnotmotionextractedbehaviour_manisetbe373322__giant_otter_female_gimmick_53.npy,The female giant otter performs a playful gimmick by diving into the water and then emerging with a fish,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Otter_Juvenile_giant_otter_juvenile__animationnotmotionextractedlocomotion_manisetd4154e76__giant_otter_juvenile_gimmick_103.npy,The juvenile giant otter performs a playful gimmick by diving and then surfacing with a splash,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Otter_Male_giant_otter_male__animationnotmotionextractedbehaviour_maniset2e086e57__giant_otter_male_gimmick_38.npy,The male giant otter performs a playful gimmick by flipping and splashing in the water,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Giant_Panda_Juvenile_giant_panda_juvenile__animationnotmotionextractedlocomotion_manisetefd9d5b4__giant_panda_juvenile_standgimmick01_208.npy,The juvenile giant panda stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedbehaviour_maniset1597513e__gray_wolf_female_standgimmick01_71.npy,The female gray wolf stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedfighting_manisete010c714__gray_wolf_female_standgimmick01_133.npy,The female gray wolf stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedbehaviour_manisetb525573__gray_wolf_male_standgimmick01_59.npy,The male gray wolf stands still as part of a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedfighting_manisetb7633a09__gray_wolf_male_standgimmick01_117.npy,The male gray wolf stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedfighting_manisetb462268a__highland_cattle_female_standgimmick01_114.npy,The female highland cattle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedlocomotion_manisetc84a0bf0__highland_cattle_female_standgimmick01_144.npy,The female highland cattle stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Juvenile_highland_cattle_juvenile__animationnotmotionextractedbehaviour_maniset64cb8ecc__highland_cattle_juvenile_standgimmick01_21.npy,The juvenile highland cattle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Juvenile_highland_cattle_juvenile__animationnotmotionextractedlocomotion_maniset6143ba88__highland_cattle_juvenile_standgimmick01_94.npy,The juvenile highland cattle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedbehaviour_manisetdfa3b4e9__highland_cattle_male_standgimmick01_77.npy,The male highland cattle stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedfighting_maniset55ca43ff__highland_cattle_male_standgimmick01_137.npy,The male highland cattle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedlocomotion_manisetf2bddbe5__highland_cattle_male_standgimmick01_210.npy,The male highland cattle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationnotmotionextractedbehaviour_manisetb11247e6__hill_radnor_sheep_juvenile_standgimmick01_86.npy,The juvenile Radnor sheep stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationnotmotionextractedfighting_maniseta78df3bc__hill_radnor_sheep_juvenile_standgimmick01_143.npy,The juvenile Radnor sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedfighting_maniset6e349986__hippopotamus_female_standgimmick01_158.npy,The female hippopotamus stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedlocomotion_maniset3bd59cec__hippopotamus_female_standgimmick01_227.npy,The female hippopotamus stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Hippopotamus_Male_hippopotamus_male__animationnotmotionextractedbehaviour_maniset997627e5__hippopotamus_male_standgimmick01_136.npy,The male hippopotamus stands still as part of a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Hippopotamus_Male_hippopotamus_male__animationnotmotionextractedfighting_manisetb12bc7fb__hippopotamus_male_standgimmick01_200.npy,The male hippopotamus stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Female_indian_elephant_female__animationnotmotionextractedbehaviour_manisetbfeff347__indian_elephant_female_standgimmick02_64.npy,The female Indian elephant stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Female_indian_elephant_female__animationnotmotionextractedlocomotion_maniset171329c3__indian_elephant_female_standgimmick01_196.npy,The female Indian elephant stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Juvenile_indian_elephant_juvenile__animationnotmotionextractedbehaviour_manisetb394ac9f__indian_elephant_juvenile_standgimmick01_67.npy,The juvenile Indian elephant stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Juvenile_indian_elephant_juvenile__animationnotmotionextractedbehaviour_manisetb394ac9f__indian_elephant_juvenile_standgimmick02_68.npy,The juvenile Indian elephant stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Juvenile_indian_elephant_juvenile__animationnotmotionextractedlocomotion_maniset86cb991b__indian_elephant_juvenile_standgimmick01_140.npy,The juvenile Indian elephant stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Male_indian_elephant_male__animationnotmotionextractedbehaviour_manisetf9d8e13c__indian_elephant_male_standgimmick02_62.npy,The male Indian elephant stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Male_indian_elephant_male__animationnotmotionextractedfighting_maniset3e123f92__indian_elephant_male_standgimmick01_125.npy,The male Indian elephant stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Elephant_Male_indian_elephant_male__animationnotmotionextractedlocomotion_maniset6eef68f8__indian_elephant_male_standgimmick01_186.npy,The male Indian elephant stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Rhinoceros_Female_indian_rhinoceros_female__animationnotmotionextractedbehaviour_maniset86ea484c__indian_rhinoceros_female_standgimmick01_44.npy,The female Indian rhinoceros stands still as a protective gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Rhinoceros_Juvenile_indian_rhinoceros_juvenile__animationnotmotionextractedbehaviour_maniset227856e4__indian_rhinoceros_juvenile_standgimmick01_65.npy,The juvenile Indian rhinoceros stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Indian_Rhinoceros_Juvenile_indian_rhinoceros_juvenile__animationnotmotionextractedlocomotion_maniset3d42e8a0__indian_rhinoceros_juvenile_standgimmick01_129.npy,The juvenile Indian rhinoceros stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Japanese_Macaque_Female_japanese_macaque_female__animationnotmotionextractedbehaviour_maniset171d3fec__japanese_macaque_female_standgimmick01_53.npy,The female Japanese macaque stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Japanese_Macaque_Female_japanese_macaque_female__animationnotmotionextractedfighting_manisetd84f3242__japanese_macaque_female_standgimmick01_107.npy,The female Japanese macaque stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Japanese_Macaque_Female_japanese_macaque_female__animationnotmotionextractedlocomotion_maniseteec633a8__japanese_macaque_female_standgimmick01_165.npy,The female Japanese macaque stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Female_llama_female__animationnotmotionextractedbehaviour_maniset621f8841__llama_female_standgimmick01_60.npy,The female llama stands still and performs a quirky gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Female_llama_female__animationnotmotionextractedfighting_maniset4c096157__llama_female_standgimmick01_123.npy,The female llama stands still performing a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Female_llama_female__animationnotmotionextractedlocomotion_maniset37be53d__llama_female_standgimmick01_191.npy,The female llama stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Juvenile_llama_juvenile__animationnotmotionextractedbehaviour_maniset9ffd6819__llama_juvenile_standgimmick01_43.npy,The juvenile llama stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Juvenile_llama_juvenile__animationnotmotionextractedfighting_maniset8cbd6b2f__llama_juvenile_standgimmick01_84.npy,The juvenile llama stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Juvenile_llama_juvenile__animationnotmotionextractedlocomotion_maniset30511b15__llama_juvenile_standgimmick01_135.npy,The juvenile llama stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Male_llama_male__animationnotmotionextractedfighting_manisete8da678c__llama_male_standgimmick01_106.npy,The male llama stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Llama_Male_llama_male__animationnotmotionextractedlocomotion_maniset111efdf2__llama_male_standgimmick01_141.npy,The male llama stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Malayan_Tapir_Juvenile_malayan_tapir_juvenile__animationnotmotionextractedfighting_manisetb8dd39e3__malayan_tapir_juvenile_standgimmick01_87.npy,The juvenile Malayan tapir stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Malayan_Tapir_Juvenile_malayan_tapir_juvenile__animationnotmotionextractedlocomotion_manisetf06123c9__malayan_tapir_juvenile_standgimmick01_136.npy,The juvenile Malayan tapir stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Mandrill_Female_mandrill_female__animationnotmotionextractedbehaviour_maniset9d40d30c__mandrill_female_standgimmick01_132.npy,The female mandrill stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Mandrill_Female_mandrill_female__animationnotmotionextractedfighting_manisetd4337d62__mandrill_female_standgimmick01_201.npy,The female mandrill stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Mandrill_Female_mandrill_female__animationnotmotionextractedlocomotion_maniset8c1b0ec8__mandrill_female_standgimmick01_286.npy,The female mandrill stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Maned_Wolf_Male_maned_wolf_male__animationmotionextractedbehaviour_maniset2c5ffb68__maned_wolf_male_standgimmick01_21.npy,The male maned wolf stands still as a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Maned_Wolf_Male_maned_wolf_male__animationmotionextractedfighting_manisetbbfbbc7e__maned_wolf_male_standgimmick01_75.npy,The male maned wolf stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Maned_Wolf_Male_maned_wolf_male__animationnotmotionextractedbehaviour_maniset49a8c6a__maned_wolf_male_standgimmick01_192.npy,The male maned wolf stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Maned_Wolf_Male_maned_wolf_male__animationnotmotionextractedfighting_maniset2c734740__maned_wolf_male_standgimmick01_270.npy,The male maned wolf stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Maned_Wolf_Male_maned_wolf_male__animationnotmotionextractedlocomotion_maniset30c897a6__maned_wolf_male_standgimmick01_347.npy,The male maned wolf stands still as a gimmick,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationmotionextractedbehaviour_maniset89bb6282__meerkat_juvenile_gimmicklooptostand_3.npy,The juvenile meerkat uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationmotionextractedbehaviour_maniset89bb6282__meerkat_juvenile_standtogimmickloop_6.npy,The juvenile meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationmotionextractedfighting_manisetbd3e9518__meerkat_juvenile_gimmicklooptostand_12.npy,The juvenile meerkat uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationmotionextractedlocomotion_maniset3ec6769e__meerkat_juvenile_gimmicklooptostand_21.npy,The juvenile meerkat uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationmotionextractedlocomotion_maniset3ec6769e__meerkat_juvenile_standtogimmickloop_29.npy,The juvenile meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedbehaviour_maniset3a115f04__meerkat_juvenile_diggimmick_45.npy,The juvenile meerkat digs a gimmick into the ground,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedbehaviour_maniset3a115f04__meerkat_juvenile_gimmickloop01_55.npy,The juvenile meerkat performs a playful gimmick by scampering around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedbehaviour_maniset3a115f04__meerkat_juvenile_gimmicklooptostand_56.npy,The juvenile meerkat uses a gimmick to stand still,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedbehaviour_maniset3a115f04__meerkat_juvenile_standtogimmickloop_73.npy,The juvenile meerkat stands still and then performs a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedfighting_maniset900ab5a__meerkat_juvenile_diggimmick_92.npy,The juvenile meerkat digs a gimmick hole,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedfighting_maniset900ab5a__meerkat_juvenile_gimmickloop01_106.npy,The juvenile meerkat performs a playful gimmick by scampering around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedfighting_maniset900ab5a__meerkat_juvenile_gimmickloop02_107.npy,The juvenile meerkat performs a playful gimmick by scampering around,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedfighting_maniset900ab5a__meerkat_juvenile_gimmicklooptostand_108.npy,The juvenile meerkat uses a gimmick to stand still,1
