priority,issues,split,source_dataset,annotation_source,text_status,needs_human_review,filename,primary_caption,n_captions
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Giant_Panda_Male_giant_panda_male__animationnotmotionextractedlocomotion_manisetcb0d4111__giant_panda_male_fightchaseoff_239.npy,The male giant panda fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Giant_Panda_Male_giant_panda_male__animationnotmotionextractedlocomotion_manisetcb0d4111__giant_panda_male_fightvictorytaunt_243.npy,The male giant panda fights wins and then taunts,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationmotionextractedfighting_manisetb1baed52__gray_wolf_female_fighttaunt_4.npy,The female gray wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationmotionextractedlocomotion_maniset4dc85bd8__gray_wolf_female_fightchaseoff_6.npy,The female gray wolf fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationmotionextractedlocomotion_maniset4dc85bd8__gray_wolf_female_fighttaunt_9.npy,The female gray wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationmotionextractedlocomotion_maniset4dc85bd8__gray_wolf_female_fighttauntreact_10.npy,The female gray wolf fights taunts her opponent and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedbehaviour_maniset1597513e__gray_wolf_female_fightflee_56.npy,The female gray wolf fights and then flees,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedbehaviour_maniset1597513e__gray_wolf_female_fighttaunt_58.npy,The female gray wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedbehaviour_maniset1597513e__gray_wolf_female_fighttauntreact_59.npy,The female gray wolf fights taunts her opponent and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedbehaviour_maniset1597513e__gray_wolf_female_standgimmick01_71.npy,The female gray wolf stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedfighting_manisete010c714__gray_wolf_female_fightchaseoff_113.npy,The female gray wolf fights and then chases off the intruder,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedfighting_manisete010c714__gray_wolf_female_standgimmick01_133.npy,The female gray wolf stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedlocomotion_maniset7409e17a__gray_wolf_female_fightchaseoff_172.npy,The female gray wolf fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Female_gray_wolf_female__animationnotmotionextractedlocomotion_maniset7409e17a__gray_wolf_female_fighttaunt_177.npy,The female gray wolf fights and then taunts her opponent,1
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationmotionextractedfighting_manisetf7838c87__gray_wolf_male_fighttaunt_3.npy,The male gray wolf fights and then taunts his opponent,3
P1,P1_OVER_NARRATIVE;P2_GENERIC_CREATURE_CLASS,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationmotionextractedlocomotion_maniset78878d8d__gray_wolf_male_fightchaseoff_5.npy,The male gray wolf fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedbehaviour_manisetb525573__gray_wolf_male_fighttaunt_45.npy,The male gray wolf fights and then taunts his opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedbehaviour_manisetb525573__gray_wolf_male_standgimmick01_59.npy,The male gray wolf stands still as part of a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedfighting_manisetb7633a09__gray_wolf_male_fightchaseoff_98.npy,The male gray wolf fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedfighting_manisetb7633a09__gray_wolf_male_fightreact_101.npy,The male gray wolf fights and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedfighting_manisetb7633a09__gray_wolf_male_fighttaunt_103.npy,The male gray wolf fights and then taunts his opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedfighting_manisetb7633a09__gray_wolf_male_standgimmick01_117.npy,The male gray wolf stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedlocomotion_manisetc496c6ef__gray_wolf_male_fightchaseoff_163.npy,The male gray wolf fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Gray_Wolf_Male_gray_wolf_male__animationnotmotionextractedlocomotion_manisetc496c6ef__gray_wolf_male_fighttauntreact_168.npy,The male gray wolf fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Grey_Seal_Male_grey_seal_male__animationnotmotionextractedlocomotion_maniset329c4640__grey_seal_male_standtofight_174.npy,The male grey seal stands still to fight,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationmotionextractedfighting_manisetfcaf6c48__highland_cattle_female_fightattack_1.npy,The female highland cattle fights and then attacks,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationmotionextractedfighting_manisetfcaf6c48__highland_cattle_female_fightreacttodie_2.npy,The female highland cattle fights and then reacts to the imminent threat before finally succumbing to death,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationmotionextractedfighting_manisetfcaf6c48__highland_cattle_female_fighttaunt_3.npy,The female highland cattle fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationmotionextractedlocomotion_manisetec2f65ce__highland_cattle_female_fighttaunt_9.npy,The female highland cattle fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedbehaviour_maniset43be6634__highland_cattle_female_fightchaseoff_50.npy,The female highland cattle fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedbehaviour_maniset43be6634__highland_cattle_female_fightreact_51.npy,The female highland cattle fights and then reacts defensively,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedbehaviour_maniset43be6634__highland_cattle_female_fighttauntreact_52.npy,The female highland cattle fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedfighting_manisetb462268a__highland_cattle_female_fightchaseoff_101.npy,The female highland cattle fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedfighting_manisetb462268a__highland_cattle_female_fighttaunt_103.npy,The female highland cattle fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedfighting_manisetb462268a__highland_cattle_female_fighttauntreact_104.npy,The female highland cattle fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedfighting_manisetb462268a__highland_cattle_female_fightvictorytaunt_105.npy,The female highland cattle fights wins and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedfighting_manisetb462268a__highland_cattle_female_standgimmick01_114.npy,The female highland cattle stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedlocomotion_manisetc84a0bf0__highland_cattle_female_fightchaseoff_133.npy,The female highland cattle fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedlocomotion_manisetc84a0bf0__highland_cattle_female_fighttaunt_135.npy,The female highland cattle fights and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Female_highland_cattle_female__animationnotmotionextractedlocomotion_manisetc84a0bf0__highland_cattle_female_standgimmick01_144.npy,The female highland cattle stands still as part of her gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Juvenile_highland_cattle_juvenile__animationnotmotionextractedbehaviour_maniset64cb8ecc__highland_cattle_juvenile_standgimmick01_21.npy,The juvenile highland cattle stands still as a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Juvenile_highland_cattle_juvenile__animationnotmotionextractedlocomotion_maniset6143ba88__highland_cattle_juvenile_standgimmick01_94.npy,The juvenile highland cattle stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationmotionextractedfighting_maniseta23fd5fd__highland_cattle_male_fighttaunt_5.npy,The male highland cattle fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationmotionextractedfighting_maniseta23fd5fd__highland_cattle_male_fighttauntreact_6.npy,The male highland cattle fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationmotionextractedlocomotion_maniset5297a203__highland_cattle_male_fightchaseoff_8.npy,The male highland cattle fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationmotionextractedlocomotion_maniset5297a203__highland_cattle_male_fighttaunt_12.npy,The male highland cattle fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationmotionextractedlocomotion_maniset5297a203__highland_cattle_male_fighttauntreact_13.npy,The male highland cattle fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedbehaviour_manisetdfa3b4e9__highland_cattle_male_fightchaseoff_58.npy,The male highland cattle fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedbehaviour_manisetdfa3b4e9__highland_cattle_male_fighttaunt_61.npy,The male highland cattle fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedbehaviour_manisetdfa3b4e9__highland_cattle_male_standgimmick01_77.npy,The male highland cattle stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedfighting_maniset55ca43ff__highland_cattle_male_fightchaseoff_118.npy,The male highland cattle fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedfighting_maniset55ca43ff__highland_cattle_male_fighttaunt_123.npy,The male highland cattle fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedfighting_maniset55ca43ff__highland_cattle_male_standgimmick01_137.npy,The male highland cattle stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedlocomotion_manisetf2bddbe5__highland_cattle_male_fightchaseoff_184.npy,The male highland cattle fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedlocomotion_manisetf2bddbe5__highland_cattle_male_fightreacttodie_186.npy,The male highland cattle fights reacts and then dies,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedlocomotion_manisetf2bddbe5__highland_cattle_male_fighttaunt_187.npy,The male highland cattle fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Highland_Cattle_Male_highland_cattle_male__animationnotmotionextractedlocomotion_manisetf2bddbe5__highland_cattle_male_standgimmick01_210.npy,The male highland cattle stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationmotionextractedfighting_manisetc0551ce2__hill_radnor_sheep_female_fightchaseoff_1.npy,The female Radnor sheep fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationmotionextractedfighting_manisetc0551ce2__hill_radnor_sheep_female_fighttaunt_2.npy,The female Radnor sheep fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationmotionextractedlocomotion_maniset760fd368__hill_radnor_sheep_female_fightchaseoff_4.npy,The female Radnor sheep fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationmotionextractedlocomotion_maniset760fd368__hill_radnor_sheep_female_fighttaunt_5.npy,The female Radnor sheep fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationmotionextractedlocomotion_maniset760fd368__hill_radnor_sheep_female_fighttauntreact_6.npy,The female Radnor sheep fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationnotmotionextractedbehaviour_maniset7cf010ce__hill_radnor_sheep_female_fightchaseoff_33.npy,The female Radnor sheep fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationnotmotionextractedfighting_maniset381462a4__hill_radnor_sheep_female_fightchaseoff_78.npy,The female Radnor sheep fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationnotmotionextractedfighting_maniset381462a4__hill_radnor_sheep_female_fighttaunt_80.npy,The female Radnor sheep fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationnotmotionextractedlocomotion_maniset1490c50a__hill_radnor_sheep_female_fightchaseoff_129.npy,The female Radnor sheep fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Female_hill_radnor_sheep_female__animationnotmotionextractedlocomotion_maniset1490c50a__hill_radnor_sheep_female_fighttaunt_131.npy,The female Radnor sheep fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationmotionextractedfighting_manisetf69dbbfa__hill_radnor_sheep_juvenile_fightchaseoff_3.npy,The juvenile Radnor sheep fights and then chases off its rival,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationmotionextractedlocomotion_manisetcf423e80__hill_radnor_sheep_juvenile_fightchaseoff_7.npy,The juvenile Radnor sheep fights and then chases off its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationnotmotionextractedbehaviour_manisetb11247e6__hill_radnor_sheep_juvenile_standgimmick01_86.npy,The juvenile Radnor sheep stands still as part of its gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationnotmotionextractedfighting_maniseta78df3bc__hill_radnor_sheep_juvenile_standgimmick01_143.npy,The juvenile Radnor sheep stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Juvenile_hill_radnor_sheep_juvenile__animationnotmotionextractedlocomotion_manisetda1d2222__hill_radnor_sheep_juvenile_fightchaseoff_180.npy,The juvenile Radnor sheep fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationmotionextractedfighting_maniset57ac9817__hill_radnor_sheep_male_fighttaunt_3.npy,The male Radnor sheep fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationmotionextractedlocomotion_maniset966be11d__hill_radnor_sheep_male_fightattack_4.npy,The male Radnor sheep fights and then attacks,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationmotionextractedlocomotion_maniset966be11d__hill_radnor_sheep_male_fighttaunt_6.npy,The male Radnor sheep fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE;P2_GENERIC_CREATURE_CLASS,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationnotmotionextractedbehaviour_maniset6355f103__hill_radnor_sheep_male_fightchaseoff_44.npy,The male Radnor sheep fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationnotmotionextractedfighting_manisetdfaab199__hill_radnor_sheep_male_fighttaunt_113.npy,The male Radnor sheep fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationnotmotionextractedfighting_manisetdfaab199__hill_radnor_sheep_male_fighttauntreact_114.npy,The male Radnor sheep fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationnotmotionextractedlocomotion_maniset2bef867f__hill_radnor_sheep_male_fightattack_165.npy,The male Radnor sheep fights and then attacks,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationnotmotionextractedlocomotion_maniset2bef867f__hill_radnor_sheep_male_fightchaseoff_166.npy,The male Radnor sheep fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hill_Radnor_Sheep_Male_hill_radnor_sheep_male__animationnotmotionextractedlocomotion_maniset2bef867f__hill_radnor_sheep_male_fighttaunt_168.npy,The male Radnor sheep fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationmotionextractedfighting_maniset33565244__hippopotamus_female_fightchaseoff_1.npy,The female hippopotamus fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedbehaviour_manisetbbf98830__hippopotamus_female_fightchaseoff_63.npy,The female hippopotamus fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedfighting_maniset6e349986__hippopotamus_female_fightchaseoff_134.npy,The female hippopotamus fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedfighting_maniset6e349986__hippopotamus_female_fighttaunt_138.npy,The female hippopotamus fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedfighting_maniset6e349986__hippopotamus_female_fightvictorytaunt_141.npy,The female hippopotamus fights achieves victory and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedfighting_maniset6e349986__hippopotamus_female_standgimmick01_158.npy,The female hippopotamus stands still as a playful gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedlocomotion_maniset3bd59cec__hippopotamus_female_fightchaseoff_203.npy,The female hippopotamus fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedlocomotion_maniset3bd59cec__hippopotamus_female_fighttaunt_207.npy,The female hippopotamus fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedlocomotion_maniset3bd59cec__hippopotamus_female_fighttauntreact_208.npy,The female hippopotamus fights taunts her opponent and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedlocomotion_maniset3bd59cec__hippopotamus_female_fightvictorytaunt_210.npy,The female hippopotamus fights achieves victory and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Female_hippopotamus_female__animationnotmotionextractedlocomotion_maniset3bd59cec__hippopotamus_female_standgimmick01_227.npy,The female hippopotamus stands still as a playful gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Male_hippopotamus_male__animationmotionextractedfighting_maniset44bd0cf9__hippopotamus_male_fightchaseoff_2.npy,The male hippopotamus fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Male_hippopotamus_male__animationmotionextractedlocomotion_manisetce8ff6ff__hippopotamus_male_fightchaseoff_11.npy,The male hippopotamus fights and then chases off the intruder,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Male_hippopotamus_male__animationnotmotionextractedbehaviour_maniset997627e5__hippopotamus_male_standgimmick01_136.npy,The male hippopotamus stands still as part of a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Male_hippopotamus_male__animationnotmotionextractedfighting_manisetb12bc7fb__hippopotamus_male_fightvictorytaunt_185.npy,The male hippopotamus fights wins and then taunts his opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Male_hippopotamus_male__animationnotmotionextractedfighting_manisetb12bc7fb__hippopotamus_male_standgimmick01_200.npy,The male hippopotamus stands still as a playful gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Hippopotamus_Male_hippopotamus_male__animationnotmotionextractedlocomotion_maniset6af8fde1__hippopotamus_male_fightchaseoff_243.npy,The male hippopotamus fights and then chases off the intruder,3
